"","importance","x_names"
"3902",-372521.842391203,"DDX54..79039."
"15996",-372460.276224938,"UBE2D3..7323."
"1375",-372274.51360717,"BAZ1A..11177."
"1093",-372216.585668155,"ASIC2..40."
"16163",-372175.914640299,"URAD..646625."
"12107",-371685.885953953,"RASSF7..8045."
"4486",-371659.834969669,"EFNA2..1943."
"8252",-371410.310495886,"LRAT..9227."
"14201",-371347.837504804,"SRP68..6730."
"12236",-371171.471949381,"REL..5966."
"13541",-371025.973606235,"SLC2A6..11182."
"8514",-370783.68827118,"MAGEB6..158809."
"1236",-370712.964143918,"ATP6V1C1..528."
"15048",-370679.237485063,"TKFC..26007."
"5621",-370661.632600435,"G6PC..2538."
"2718",-370609.37740766,"CENPQ..55166."
"7662",-370469.001949905,"KIF26B..55083."
"6223",-370377.444205388,"GRIK3..2899."
"2145",-370324.759968845,"CARHSP1..23589."
"3697",-370288.198959474,"CYP27A1..1593."
"3238",-370265.354170334,"COL4A3BP..10087."
"4",-370202.196547121,"A2ML1..144568."
"14676",-370106.28035489,"TBC1D12..23232."
"7802",-370053.154010119,"KNDC1..85442."
"13647",-369753.68336328,"SLC4A11..83959."
"9744",-369736.445872705,"NFATC2..4773."
"15701",-369631.547506775,"TRIQK..286144."
"6409",-369597.365946997,"HAUS7..55559."
"725",-369490.05955304,"ANO4..121601."
"6430",-369428.151241182,"HCLS1..3059."
"15997",-369302.859714875,"UBE2D4..51619."
"6328",-368984.651245964,"GUCA2A..2980."
"6746",-368826.682395853,"HOXD3..3232."
"11528",-368679.311626818,"PRKD1..5587."
"4791",-368679.108817575,"ERMARD..55780."
"8475",-368361.579827034,"MAB21L1..4081."
"5179",-368307.023843653,"FASTKD3..79072."
"3731",-368107.858168501,"CYP4X1..260293."
"1343",-368089.772534026,"BACE2..25825."
"6432",-368069.208775528,"HCN2..610."
"4909",-368052.038552429,"F2R..2149."
"9224",-367901.37646403,"MS4A15..219995."
"13855",-367623.449613689,"SMYD1..150572."
"13622",-367613.412695782,"SLC3A2..6520."
"602",-367379.914317228,"AMER3..205147."
"730",-367217.655150068,"ANO9..338440."
"9407",-367207.363507092,"MYH7B..57644."
"585",-366843.940463009,"ALS2..57679."
"8734",-366669.522174279,"MCU..90550."
"5181",-366561.35332569,"FAT1..2195."
"14770",-366401.044656517,"TCF7..6932."
"15667",-366296.379837044,"TRIM49B..283116."
"2730",-366174.921827155,"CEP131..22994."
"703",-365925.81158451,"ANKRD49..54851."
"3056",-365700.602834425,"CLIC6..54102."
"14355",-365547.949422488,"STK32C..282974."
"9718",-365523.40746594,"NET1..10276."
"17348",-365301.592532283,"ZP4..57829."
"15585",-365212.436611506,"TRAF4..9618."
"15114",-365124.657021307,"TMCO2..127391."
"1624",-364901.717296697,"BTF3..689."
"11720",-364832.09159494,"PSMD8..5714."
"8293",-364739.094453103,"LRRC14..9684."
"15697",-364694.210228123,"TRIP12..9320."
"11441",-364623.598856599,"PPWD1..23398."
"15036",-364542.001620816,"TINAGL1..64129."
"11564",-364417.547981228,"PROM2..150696."
"12274",-364188.6030099,"RFC3..5983."
"14267",-364117.511865894,"ST14..6768."
"7687",-363414.813346779,"KIR3DL3..115653."
"10923",-363023.829909691,"PIGS..94005."
"5289",-362991.439976701,"FCRLB..127943."
"14023",-362915.555899636,"SPAG8..26206."
"7681",-362893.903980163,"KIN..22944."
"6828",-362855.96182471,"HSPA12B..116835."
"6811",-362819.673026654,"HSD17B6..8630."
"10909",-362714.633535839,"PIGA..5277."
"16696",-362502.656945515,"ZBTB44..29068."
"9894",-362318.092153129,"NOC2L..26155."
"5470",-362241.99889338,"FOXA2..3170."
"6022",-362179.70070779,"GNS..2799."
"3917",-362151.458953639,"DEFA4..1669."
"6541",-362028.892079673,"HIGD2A..192286."
"10682",-361790.254794153,"PDF..64146."
"9302",-361767.908957444,"MTIF2..4528."
"9188",-361690.858679178,"MRPS15..64960."
"13332",-361654.284402863,"SIT1..27240."
"16023",-361570.424165244,"UBE2W..55284."
"356",-361290.97822199,"ADM..133."
"761",-361268.136985829,"AP1M1..8907."
"2848",-361170.258247563,"CHD2..1106."
"2357",-361047.010082333,"CCDC89..220388."
"15753",-360994.443933417,"TRRAP..8295."
"1829",-360706.011667174,"C1orf74..148304."
"17083",-360655.493370199,"ZNF497..162968."
"7693",-360576.769894629,"KIT..3815."
"14697",-360576.324407535,"TBC1D4..9882."
"214",-360400.525002276,"ACTN1..87."
"15383",-360337.412772299,"TMPRSS12..283471."
"1532",-360284.018791924,"BNIP2..663."
"3850",-360151.159207313,"DCX..1641."
"16426",-360052.365489276,"WDPCP..51057."
"365",-359977.403361088,"ADPGK..83440."
"12901",-359675.903225087,"SCARF2..91179."
"2285",-359561.925564811,"CCDC172..374355."
"6408",-359384.014750095,"HAUS6..54801."
"532",-359318.222111849,"ALDH3A1..218."
"16088",-359206.646273596,"UGGT2..55757."
"2964",-359013.747025609,"CISD2..493856."
"2110",-358942.538216103,"CAPN1..823."
"5389",-358921.775515712,"FKBP11..51303."
"3530",-358628.896137178,"CST8..10047."
"4003",-358233.09542194,"DHRS1..115817."
"16741",-358112.744614292,"ZCCHC4..29063."
"7671",-358083.112123915,"KIF4B..285643."
"14276",-358004.594391748,"ST5..6764."
"5750",-357963.412638434,"GBX2..2637."
"5951",-357946.642310669,"GLYAT..10249."
"8772",-357492.3239874,"MED20..9477."
"10684",-357462.868597542,"PDGFB..5155."
"9166",-357451.444146097,"MRPL41..64975."
"6304",-357420.923285479,"GTF2H3..2967."
"8519",-357276.536698284,"MAGED2..10916."
"14437",-357112.966058808,"SUGT1..10910."
"3602",-356889.35294228,"CUBN..8029."
"14980",-356753.27911884,"THPO..7066."
"8354",-356655.16111689,"LRRCC1..85444."
"4657",-356595.387592462,"ENAM..10117."
"13685",-356446.940616219,"SLC6A20..54716."
"3617",-356208.976806925,"CUZD1..50624."
"2994",-355962.963123187,"CLCN6..1185."
"422",-355779.263307544,"AGO3..192669."
"9690",-355532.417719628,"NEGR1..257194."
"3939",-355346.499342453,"DEGS1..8560."
"15932",-355324.567250761,"TWISTNB..221830."
"6779",-355227.277020849,"HRH2..3274."
"9357",-355181.419346423,"MUT..4594."
"13824",-354961.456796114,"SMIM29..221491."
"7333",-354924.77032035,"ITIH3..3699."
"14762",-354752.747177737,"TCF19..6941."
"6980",-354741.136774176,"IFT27..11020."
"10153",-354449.199391132,"NUP214..8021."
"5674",-354373.737968747,"GALNS..2588."
"6283",-354205.782377393,"GSTK1..373156."
"11098",-354180.970623276,"PLEKHH1..57475."
"14710",-353593.592478694,"TBCEL..219899."
"7841",-353446.520140142,"KRT26..353288."
"15635",-353367.564739999,"TRIM15..89870."
"247",-353311.726057424,"ADAM15..8751."
"4096",-353285.108661914,"DMBX1..127343."
"12552",-353042.507122457,"RORC..6097."
"4034",-352652.523705385,"DIAPH1..1729."
"1447",-352612.712606388,"BEND3..57673."
"1908",-352454.014677797,"C5AR1..728."
"4497",-352336.598272838,"EGF..1950."
"10576",-352196.407180944,"PCDHB6..56130."
"3592",-352130.999454296,"CTSW..1521."
"8600",-352046.21222512,"MAP4K4..9448."
"9123",-352045.247471273,"MRGPRX4..117196."
"5834",-351995.990368386,"GGNBP2..79893."
"9840",-351896.822787558,"NLE1..54475."
"11666",-351859.357389051,"PSD3..23362."
"739",-351785.656820483,"ANTXRL..195977."
"2829",-351573.960600011,"CH25H..9023."
"13149",-351487.740509577,"SEZ6..124925."
"4860",-351429.160748247,"EXD1..161829."
"4924",-351253.996736672,"FABP1..2168."
"4558",-351247.004665034,"EIF4E..1977."
"6342",-350921.820292065,"GXYLT2..727936."
"17082",-350632.874762278,"ZNF496..84838."
"1101",-350251.910775222,"ASNA1..439."
"13512",-349992.552047096,"SLC26A5..375611."
"8031",-349968.709801227,"LCK..3932."
"13392",-349854.01512371,"SLC16A10..117247."
"5466",-349797.251597469,"FOSB..2354."
"13074",-349623.341978532,"SENP6..26054."
"17372",-349589.999502053,"ZSCAN5A..79149."
"5735",-349280.992163595,"GATD1..347862."
"14152",-349208.81280021,"SPRYD3..84926."
"3297",-349051.132907495,"COQ5..84274."
"7128",-348921.910883137,"ILDR2..387597."
"14435",-348817.042135891,"SUGP1..57794."
"9005",-348337.249499939,"MMP19..4327."
"10713",-348264.564148222,"PDPK1..5170."
"5506",-348161.273376757,"FOXP4..116113."
"217",-348139.620406406,"ACTR10..55860."
"16705",-348135.322371391,"ZBTB7B..51043."
"8038",-348112.429929541,"LCN15..389812."
"5057",-348051.139967209,"FAM208B..54906."
"2326",-347773.747507562,"CCDC6..8030."
"1913",-347170.013426097,"C5orf30..90355."
"13929",-346820.82588108,"SNX25..83891."
"9884",-346665.463000253,"NMT1..4836."
"17100",-346591.738799705,"ZNF524..147807."
"234",-346498.697028846,"ACVRL1..94."
"4260",-346492.430248602,"DPY19L3..147991."
"7498",-346432.070787684,"KCNK1..3775."
"15145",-346284.014935136,"TMEM119..338773."
"8998",-346075.985690935,"MMP10..4319."
"15737",-346037.475485911,"TRPM1..4308."
"6311",-346018.46335367,"GTF3C2..2976."
"1208",-345947.259523939,"ATP5MC2..517."
"2660",-345855.427062329,"CDS2..8760."
"14190",-345798.618830218,"SRFBP1..153443."
"326",-345709.974472935,"ADGRF1..266977."
"465",-345351.958291069,"AIP..9049."
"13665",-345327.841213534,"SLC5A12..159963."
"5153",-345133.869108901,"FANCA..2175."
"12260",-344768.266537867,"RETNLB..84666."
"6651",-344761.370466457,"HMGA2..8091."
"8273",-344405.766215716,"LRMP..4033."
"14137",-343964.605964527,"SPR..6697."
"15518",-343821.663588648,"TOX3..27324."
"4300",-343729.708696014,"DSG4..147409."
"2998",-343685.1251888,"CLDN1..9076."
"7950",-343637.765793512,"L1TD1..54596."
"7447",-343631.1457829,"KCNA4..3739."
"4398",-343344.873466433,"EAF1..85403."
"5891",-343331.453657897,"GJC2..57165."
"9433",-342773.926766828,"MYO18A..399687."
"1630",-342635.013311037,"BTK..695."
"311",-342568.02560139,"ADCYAP1R1..117."
"16242",-342553.637835205,"UTP23..84294."
"9136",-342538.651033981,"MRPL10..124995."
"16296",-342458.053635016,"VEZF1..7716."
"1824",-342354.44064406,"C1orf53..388722."
"5677",-342229.130985478,"GALNT11..63917."
"7768",-342206.364317304,"KLK13..26085."
"1223",-342066.482856983,"ATP6AP2..10159."
"10477",-341707.531229051,"PARP1..142."
"3880",-341705.768703511,"DDX21..9188."
"14632",-341540.518843716,"TARM1..441864."
"16105",-341184.834096922,"UGT3A2..167127."
"11511",-341154.841667102,"PRKAG1..5571."
"16052",-341094.719669171,"UBR5..51366."
"11446",-341033.059959619,"PQLC2L..152078."
"7317",-340801.57673718,"ITGAV..3685."
"182",-340717.731461655,"ACSBG1..23205."
"13767",-340690.161480968,"SMAD2..4087."
"16451",-340652.266405663,"WDR45..11152."
"5196",-340526.598776361,"FBN1..2200."
"5890",-340441.470583144,"GJC1..10052."
"15733",-340374.979188401,"TRPC4AP..26133."
"15598",-340365.134445786,"TRAPPC1..58485."
"16862",-340260.600971673,"ZMYND8..23613."
"2847",-340235.932591382,"CHD1L..9557."
"10298",-340218.798998287,"OSBP..5007."
"9585",-340150.264788752,"NCKAP1L..3071."
"4931",-340111.207983072,"FABP7..2173."
"1031",-340090.566769913,"ARRDC1..92714."
"5835",-339756.239703447,"GGPS1..9453."
"7007",-339713.9055773,"IGFBPL1..347252."
"13757",-339502.901685381,"SLK..9748."
"6590",-339423.768687694,"HIST1H3H..8357."
"2239",-339306.646678076,"CCDC110..256309."
"9875",-339306.14724666,"NME9..347736."
"10853",-339080.551848091,"PHF21B..112885."
"11143",-339068.550902508,"PLSCR1..5359."
"12176",-338975.188976667,"RBP2..5948."
"5978",-338900.530594363,"GNAI1..2770."
"13014",-338866.25664297,"SEC24A..10802."
"4059",-338727.770666974,"DKC1..1736."
"1925",-338366.050388303,"C6orf118..168090."
"8798",-338284.038499901,"MEGF8..1954."
"14835",-338279.880509645,"TEKT4..150483."
"16776",-338058.220596334,"ZFAND2B..130617."
"5546",-337922.542010104,"FSCB..84075."
"10636",-337827.574237839,"PCYOX1..51449."
"14233",-337623.498569307,"SSB..6741."
"8907",-337597.596410886,"MIA2..4253."
"11848",-337503.547361977,"PURG..29942."
"5237",-337156.184652886,"FBXO36..130888."
"4269",-337132.186196071,"DQX1..165545."
"17325",-336942.253482226,"ZNF878..729747."
"13412",-336908.125938264,"SLC17A8..246213."
"9734",-336517.737116401,"NEUROG2..63973."
"13937",-336307.411119494,"SNX4..8723."
"10211",-336301.144967208,"OCIAD1..54940."
"5343",-335910.449124655,"FGF5..2250."
"11928",-335775.519440886,"RAB21..23011."
"8836",-335647.217841952,"METTL18..92342."
"10465",-335409.180118994,"PAQR7..164091."
"11526",-335345.007078933,"PRKCSH..5589."
"13996",-335316.955902649,"SOX9..6662."
"13566",-335310.650357979,"SLC35A5..55032."
"5553",-335184.679149815,"FSHB..2488."
"16441",-335068.272239907,"WDR33..55339."
"5751",-334996.385297976,"GC..2638."
"10157",-334586.803126973,"NUP50..10762."
"5304",-334410.949725362,"FERD3L..222894."
"11202",-334408.811402614,"PNPLA5..150379."
"7065",-334305.15010782,"IL17RD..54756."
"7016",-334162.617176001,"IGLL1..3543."
"11448",-334136.93803579,"PRAC1..84366."
"12624",-334120.948931223,"RPP14..11102."
"14299",-334049.974786713,"STAG2..10735."
"12401",-333980.800565993,"RIPOR1..79567."
"16002",-333971.524565307,"UBE2G1..7326."
"13015",-333768.720435306,"SEC24B..10427."
"6597",-333747.820277399,"HIST1H4E..8367."
"9580",-333701.85398235,"NCF2..4688."
"15543",-333648.38078267,"TPH1..7166."
"8797",-333473.263083823,"MEGF6..1953."
"18",-333204.74630163,"AAMDC..28971."
"3649",-333143.081420103,"CXXC5..51523."
"2566",-332956.416940388,"CDC6..990."
"13503",-332771.82414487,"SLC25A52..147407."
"14470",-332563.052223124,"SURF2..6835."
"4357",-332293.329570138,"DVL1..1855."
"1733",-332224.996332121,"C16orf91..283951."
"1799",-332061.936606653,"C1orf112..55732."
"13817",-332055.744707784,"SMIM18..100507341."
"11735",-332020.23056245,"PSPN..5623."
"2564",-331825.104645459,"CDC45..8318."
"16090",-331778.520580009,"UGT1A1..54658."
"4542",-331759.266506033,"EIF3A..8661."
"13287",-331730.545338081,"SI..6476."
"4343",-331724.888994907,"DUSP22..56940."
"8145",-331688.833363564,"LIMD1..8994."
"11559",-331672.140068866,"PROK1..84432."
"5241",-331663.79473187,"FBXO40..51725."
"13808",-331530.823650159,"SMG8..55181."
"3096",-331402.982790858,"CLTRN..57393."
"16809",-331386.516009383,"ZFPM2..23414."
"15008",-331300.669348203,"TIGD3..220359."
"15878",-331212.166340271,"TTLL4..9654."
"11146",-331207.535536662,"PLSCR4..57088."
"7291",-331105.327815687,"ISM2..145501."
"12000",-331065.954800085,"RAD21..5885."
"658",-331033.476146831,"ANKFY1..51479."
"1360",-331032.638266177,"BANF1..8815."
"15713",-330677.432255762,"TRMT1L..81627."
"5551",-330596.052712918,"FSD1L..83856."
"11201",-330572.593805398,"PNPLA4..8228."
"23",-330550.928760964,"AARS..16."
"12022",-330546.351883997,"RAG2..5897."
"10090",-330112.799792209,"NTM..50863."
"11090",-330003.726471031,"PLEKHG1..57480."
"16629",-329973.112684556,"YJEFN3..374887."
"3909",-329910.392585448,"DDX60L..91351."
"395",-329755.443318655,"AFF4..27125."
"4115",-329620.88637658,"DNAAF1..123872."
"12724",-329248.218416904,"RSRP1..57035."
"1363",-329167.302619121,"BANP..54971."
"8276",-329084.320531119,"LRP11..84918."
"16929",-328941.491776033,"ZNF227..7770."
"9889",-328848.188976928,"NNAT..4826."
"1088",-328527.684496226,"ASGR1..432."
"11765",-328514.54169984,"PTGER4..5734."
"13827",-328462.46765062,"SMIM5..643008."
"15366",-328356.941301686,"TMF1..7110."
"8533",-327984.280445407,"MAK..4117."
"5421",-327970.636747456,"FLT3LG..2323."
"16890",-327952.465771395,"ZNF16..7564."
"8018",-327938.58063445,"LBX2..85474."
"1731",-327893.898123942,"C16orf89..146556."
"11257",-327787.105006448,"POLR2L..5441."
"11457",-327786.323558548,"PRB4..5545."
"9263",-327785.638763109,"MSTO1..55154."
"887",-327683.000165898,"ARG1..383."
"11035",-327598.470129292,"PLA2G6..8398."
"8084",-327503.994335107,"LEPROT..54741."
"13660",-327453.48438869,"SLC52A2..79581."
"16030",-327307.800679933,"UBE4B..10277."
"7527",-327154.932896794,"KCNRG..283518."
"6697",-326778.94315765,"HNRNPU..3192."
"16589",-326576.168285539,"XPO5..57510."
"2293",-326343.962608762,"CCDC181..57821."
"1206",-326292.228536169,"ATP5IF1..93974."
"2482",-326257.921704509,"CD2BP2..10421."
"347",-326061.935413227,"ADH7..131."
"14911",-326037.078652725,"TFF2..7032."
"10055",-326010.216338909,"NSD3..54904."
"15946",-326001.367251136,"TXNDC2..84203."
"10964",-325913.278237077,"PIP4K2C..79837."
"10177",-325702.5711323,"NXF3..56000."
"3386",-325658.087665058,"CPT1A..1374."
"13260",-325627.21356718,"SHH..6469."
"4772",-325540.09937722,"ERF..2077."
"16989",-325160.552951006,"ZNF331..55422."
"1396",-325117.243002681,"BCAR3..8412."
"15280",-324966.773883505,"TMEM251..26175."
"4130",-324818.642304854,"DNAH9..1770."
"3202",-324683.949214874,"COCH..1690."
"6491",-324637.408056979,"HERC1..8925."
"1269",-324628.044015506,"ATXN3..4287."
"6426",-324517.442016168,"HCFC1..3054."
"7898",-324473.440181781,"KRTAP19.2..337969."
"4479",-324397.869188757,"EFHB..151651."
"7587",-324265.564003381,"KHDC1L..100129128."
"12818",-324237.463327683,"SACS..26278."
"1474",-324228.57686659,"BHMT..635."
"10857",-323951.890716349,"PHF5A..84844."
"4544",-323528.674367712,"EIF3D..8664."
"5231",-323378.00393361,"FBXO3..26273."
"16250",-323240.615877101,"UTS2R..2837."
"1384",-322939.970751952,"BBS12..166379."
"4554",-322894.238983513,"EIF4A1..1973."
"3804",-322822.952086185,"DCAF4L1..285429."
"11195",-322797.436489457,"PNO1..56902."
"7207",-322681.783412261,"INTS6..26512."
"16257",-322674.341567143,"VAMP2..6844."
"11679",-322640.869864589,"PSIP1..11168."
"2774",-322588.124255791,"CES3..23491."
"10082",-322566.782382245,"NT5DC2..64943."
"204",-322542.749962366,"ACTC1..70."
"1058",-322389.01225737,"ASAP2..8853."
"5462",-322370.282771144,"FOLH1..2346."
"16785",-322365.458798608,"ZFHX4..79776."
"11619",-322327.998357324,"PRRC2B..84726."
"1500",-322304.627655736,"BLNK..29760."
"5511",-322258.489506975,"FOXRED2..80020."
"5500",-322253.697339172,"FOXO1..2308."
"14442",-322068.663293482,"SULT1B1..27284."
"7451",-321878.395303722,"KCNAB1..7881."
"6678",-321862.508170085,"HNMT..3176."
"17353",-321823.067620827,"ZRANB1..54764."
"5380",-321819.361660886,"FILIP1..27145."
"299",-321688.345191639,"ADCK5..203054."
"12542",-321492.39742729,"ROCK1..6093."
"11465",-321309.404915623,"PRDM12..59335."
"3491",-321220.648365968,"CSF3R..1441."
"11612",-321145.929731558,"PRR4..11272."
"3632",-321143.935759118,"CXCL14..9547."
"4656",-320971.190657487,"ENAH..55740."
"10277",-320898.047470736,"OPRD1..4985."
"7641",-320753.641985037,"KIF13B..23303."
"6909",-320716.024982436,"ICK..22858."
"653",-320694.178235325,"ANKAR..150709."
"2732",-320688.300897579,"CEP152..22995."
"13869",-320641.088337644,"SNAPC2..6618."
"1413",-320489.125349707,"BCL2A1..597."
"10882",-320479.772973888,"PHTF1..10745."
"8830",-320453.795319908,"METTL11B..149281."
"11459",-320321.189727317,"PRCC..5546."
"445",-320290.384798409,"AHDC1..27245."
"202",-320238.226786143,"ACTB..60."
"13320",-320120.730177918,"SIPA1L3..23094."
"3195",-319950.895848689,"COA4..51287."
"4780",-319788.072639658,"ERI2..112479."
"13634",-319650.852592583,"SLC44A5..204962."
"175",-319513.477618103,"ACP5..54."
"11712",-319482.384614434,"PSMD13..5719."
"6834",-319477.779640563,"HSPA4L..22824."
"7949",-319450.854520138,"L1CAM..3897."
"13285",-319449.743009172,"SHROOM4..57477."
"15531",-319199.587578356,"TP63..8626."
"11160",-319196.440323494,"PLXND1..23129."
"16152",-319133.819743957,"UPP2..151531."
"13046",-319021.211110005,"SELL..6402."
"6401",-318907.151972325,"HASPIN..83903."
"3964",-318879.224954365,"DEPTOR..64798."
"4443",-318761.321000179,"EDN2..1907."
"13950",-318742.006907168,"SOCS5..9655."
"5478",-318673.226787638,"FOXD4..2298."
"15642",-318298.784614923,"TRIM24..8805."
"14313",-318087.15097543,"STARD5..80765."
"11673",-318012.392002197,"PSG3..5671."
"12191",-317894.482653974,"RCAN3..11123."
"14957",-317827.336614109,"THAP9..79725."
"3262",-317598.260695218,"COMMD1..150684."
"4567",-317454.617752269,"EIF4G2..1982."
"13326",-317248.313426348,"SIRT2..22933."
"16830",-317178.006390387,"ZIC2..7546."
"1172",-317078.828272513,"ATP10D..57205."
"3227",-316924.505796994,"COL22A1..169044."
"7953",-316910.240162354,"L3MBTL1..26013."
"9",-316892.298925867,"AACS..65985."
"14581",-316879.848588678,"TADA2A..6871."
"11740",-316879.200881617,"PTAFR..5724."
"14117",-316878.239439279,"SPIRE1..56907."
"8022",-316849.066072174,"LCE1B..353132."
"5323",-316768.955784574,"FGD3..89846."
"6772",-316759.36704507,"HRASLS..57110."
"16251",-316690.365242903,"UVRAG..7405."
"12643",-316484.172864379,"RPS18..6222."
"16302",-316461.023503313,"VGLL4..9686."
"6696",-316366.116008211,"HNRNPR..10236."
"11751",-316301.944612311,"PTCHD3..374308."
"16865",-316042.727593996,"ZNF101..94039."
"8348",-315992.327960424,"LRRC75B..388886."
"5122",-315868.593096277,"FAM71F2..346653."
"9649",-315867.520356971,"NDUFB10..4716."
"15586",-315848.328581676,"TRAF5..7188."
"2827",-315601.815603188,"CGREF1..10669."
"12152",-315477.279453777,"RBM34..23029."
"9283",-315472.713676311,"MTERF2..80298."
"12015",-315442.498947004,"RAD9A..5883."
"9145",-315425.971605441,"MRPL19..9801."
